item;BA S/E SANTA LUISA 154KV BP1;addValue
2022-07-29 24;14922;149,22
2022-07-30 01;6347;63,47
2022-07-30 02;6347;63,47
2022-07-30 03;6347;63,47
2022-07-30 04;6347;63,47
2022-07-30 05;6347;63,47
2022-07-30 06;6347;63,47
2022-07-30 07;6347;63,47
2022-07-30 08;6347;63,47
2022-07-30 09;6491;64,91
2022-07-30 10;7404;74,04
2022-07-30 11;11642;116,42
2022-07-30 12;11642;116,42
2022-07-30 13;11642;116,42
2022-07-30 14;11642;116,42
2022-07-30 15;10980;109,8
2022-07-30 16;7190;71,9
2022-07-30 17;12533;125,33
2022-07-30 18;21903;219,03
2022-07-30 19;29176;291,76
2022-07-30 20;30930;309,3
2022-07-30 21;29926;299,26
2022-07-30 22;28198;281,98
2022-07-30 23;19048;190,48
2022-07-30 24;18078;180,78
2022-07-31 01;14580;145,8
2022-07-31 02;9145;91,45
2022-07-31 03;6378;63,78
2022-07-31 04;6378;63,78
2022-07-31 05;6378;63,78
2022-07-31 06;6378;63,78
2022-07-31 07;6378;63,78
2022-07-31 08;6378;63,78
2022-07-31 09;5923;59,23
2022-07-31 10;0;0
2022-07-31 11;0;0
2022-07-31 12;0;0
2022-07-31 13;0;0
2022-07-31 14;0;0
2022-07-31 15;0;0
2022-07-31 16;0;0
2022-07-31 17;538;5,38
2022-07-31 18;14665;146,65
2022-07-31 19;15222;152,22
2022-07-31 20;15222;152,22
2022-07-31 21;15222;152,22
2022-07-31 22;15222;152,22
2022-07-31 23;15149;151,49
2022-07-31 24;14344;143,44
2022-08-01 01;13397;133,97
2022-08-01 02;12336;123,36
2022-08-01 03;11691;116,91
2022-08-01 04;10788;107,88
2022-08-01 05;10788;107,88
2022-08-01 06;10921;109,21
2022-08-01 07;14612;146,12
2022-08-01 08;14612;146,12
2022-08-01 09;11817;118,17
2022-08-01 10;6427;64,27
2022-08-01 11;6427;64,27
2022-08-01 12;6730;67,3
2022-08-01 13;7267;72,67
2022-08-01 14;6440;64,4
2022-08-01 15;6427;64,27
2022-08-01 16;6427;64,27
2022-08-01 17;6835;68,35
2022-08-01 18;16887;168,87
2022-08-01 19;6518;65,18
2022-08-01 20;6295;62,95
2022-08-01 21;6295;62,95
2022-08-01 22;6295;62,95
2022-08-01 23;6295;62,95
2022-08-01 24;6295;62,95
2022-08-02 01;13054;130,54
2022-08-02 02;13054;130,54
2022-08-02 03;13054;130,54
2022-08-02 04;13054;130,54
2022-08-02 05;13054;130,54
2022-08-02 06;13054;130,54
2022-08-02 07;13054;130,54
2022-08-02 08;13054;130,54
2022-08-02 09;8747;87,47
2022-08-02 10;10572;105,72
2022-08-02 11;13186;131,86
2022-08-02 12;12676;126,76
2022-08-02 13;8583;85,83
2022-08-02 14;7194;71,94
2022-08-02 15;6394;63,94
2022-08-02 16;6394;63,94
2022-08-02 17;8658;86,58
2022-08-02 18;12731;127,31
2022-08-02 19;10182;101,82
2022-08-02 20;12964;129,64
2022-08-02 21;12964;129,64
2022-08-02 22;12964;129,64
2022-08-02 23;12964;129,64
2022-08-02 24;12964;129,64
2022-08-03 01;12450;124,5
2022-08-03 02;12450;124,5
2022-08-03 03;12450;124,5
2022-08-03 04;12450;124,5
2022-08-03 05;12450;124,5
2022-08-03 06;12450;124,5
2022-08-03 07;12726;127,26
2022-08-03 08;13618;136,18
2022-08-03 09;17235;172,35
2022-08-03 10;17397;173,97
2022-08-03 11;17397;173,97
2022-08-03 12;17390;173,9
2022-08-03 13;17397;173,97
2022-08-03 14;16972;169,72
2022-08-03 15;15079;150,79
2022-08-03 16;15079;150,79
2022-08-03 17;17886;178,86
2022-08-03 18;25430;254,3
2022-08-03 19;24992;249,92
2022-08-03 20;20810;208,1
2022-08-03 21;16881;168,81
2022-08-03 22;16881;168,81
2022-08-03 23;15927;159,27
2022-08-03 24;15034;150,34
2022-08-04 01;13230;132,3
2022-08-04 02;12937;129,37
2022-08-04 03;12937;129,37
2022-08-04 04;11150;111,5
2022-08-04 05;11439;114,39
2022-08-04 06;12937;129,37
2022-08-04 07;13637;136,37
2022-08-04 08;12626;126,26
2022-08-04 09;15253;152,53
2022-08-04 10;17123;171,23
2022-08-04 11;15456;154,56
2022-08-04 12;13007;130,07
2022-08-04 13;11475;114,75
2022-08-04 14;8221;82,21
2022-08-04 15;7711;77,11
2022-08-04 16;7689;76,89
2022-08-04 17;10130;101,3
2022-08-04 18;14658;146,58
2022-08-04 19;14159;141,59
2022-08-04 20;13758;137,58
2022-08-04 21;13758;137,58
2022-08-04 22;13758;137,58
2022-08-04 23;13373;133,73
2022-08-04 24;11986;119,86
2022-08-05 01;12209;122,09
2022-08-05 02;9296;92,96
2022-08-05 03;12202;122,02
2022-08-05 04;8868;88,68
2022-08-05 05;9377;93,77
2022-08-05 06;13073;130,73
2022-08-05 07;13042;130,42
2022-08-05 08;11318;113,18
2022-08-05 09;13512;135,12
2022-08-05 10;14631;146,31
2022-08-05 11;13276;132,76
2022-08-05 12;10446;104,46
2022-08-05 13;8341;83,41
2022-08-05 14;7688;76,88
2022-08-05 15;7688;76,88
2022-08-05 16;857;8,57
2022-08-05 17;6103;61,03
2022-08-05 18;14170;141,7
2022-08-05 19;15606;156,06
2022-08-05 20;15870;158,7
2022-08-05 21;13124;131,24
2022-08-05 22;13187;131,87
2022-08-05 23;13668;136,68
2022-08-05 24;13668;136,68
2022-08-06 01;13576;135,76
2022-08-06 02;11772;117,72
2022-08-06 03;11613;116,13
2022-08-06 04;11613;116,13
2022-08-06 05;11613;116,13
2022-08-06 06;12953;129,53
2022-08-06 07;15306;153,06
2022-08-06 08;11168;111,68
2022-08-06 09;7828;78,28
2022-08-06 10;13583;135,83
2022-08-06 11;15878;158,78
2022-08-06 12;18031;180,31
2022-08-06 13;18031;180,31
2022-08-06 14;18031;180,31
2022-08-06 15;18031;180,31
2022-08-06 16;16022;160,22
2022-08-06 17;15878;158,78
2022-08-06 18;18380;183,8
2022-08-06 19;25092;250,92
2022-08-06 20;24745;247,45
2022-08-06 21;16416;164,16
2022-08-06 22;12483;124,83
2022-08-06 23;11563;115,63
2022-08-06 24;11563;115,63
2022-08-07 01;10411;104,11
2022-08-07 02;10411;104,11
2022-08-07 03;10411;104,11
2022-08-07 04;10411;104,11
2022-08-07 05;10411;104,11
2022-08-07 06;9326;93,26
2022-08-07 07;7400;74
2022-08-07 08;5543;55,43
2022-08-07 09;0;0
2022-08-07 10;9657;96,57
2022-08-07 11;6148;61,48
2022-08-07 12;0;0
2022-08-07 13;0;0
2022-08-07 14;0;0
2022-08-07 15;0;0
2022-08-07 16;0;0
2022-08-07 17;0;0
2022-08-07 18;6048;60,48
2022-08-07 19;14951;149,51
2022-08-07 20;14007;140,07
2022-08-07 21;15623;156,23
2022-08-07 22;16060;160,6
2022-08-07 23;12076;120,76
2022-08-07 24;12885;128,85
2022-08-08 01;11912;119,12
2022-08-08 02;7772;77,72
2022-08-08 03;7445;74,45
2022-08-08 04;7438;74,38
2022-08-08 05;7011;70,11
2022-08-08 06;12133;121,33
2022-08-08 07;13145;131,45
2022-08-08 08;11154;111,54
2022-08-08 09;7683;76,83
2022-08-08 10;9342;93,42
2022-08-08 11;10433;104,33
2022-08-08 12;9017;90,17
2022-08-08 13;8693;86,93
2022-08-08 14;6793;67,93
2022-08-08 15;4488;44,88
2022-08-08 16;0;0
2022-08-08 17;7827;78,27
2022-08-08 18;14566;145,66
2022-08-08 19;11692;116,92
2022-08-08 20;11277;112,77
2022-08-08 21;11277;112,77
2022-08-08 22;8785;87,85
2022-08-08 23;11277;112,77
2022-08-08 24;11277;112,77
2022-08-09 01;10449;104,49
2022-08-09 02;10449;104,49
2022-08-09 03;10449;104,49
2022-08-09 04;10449;104,49
2022-08-09 05;10449;104,49
2022-08-09 06;10449;104,49
2022-08-09 07;10449;104,49
2022-08-09 08;10449;104,49
2022-08-09 09;8182;81,82
2022-08-09 10;7606;76,06
2022-08-09 11;7606;76,06
2022-08-09 12;7606;76,06
2022-08-09 13;7606;76,06
2022-08-09 14;7606;76,06
2022-08-09 15;7529;75,29
2022-08-09 16;7452;74,52
2022-08-09 17;9945;99,45
2022-08-09 18;14574;145,74
2022-08-09 19;12199;121,99
2022-08-09 20;10535;105,35
2022-08-09 21;10535;105,35
2022-08-09 22;10535;105,35
2022-08-09 23;10535;105,35
2022-08-09 24;10535;105,35
2022-08-10 01;10494;104,94
2022-08-10 02;10494;104,94
2022-08-10 03;10494;104,94
2022-08-10 04;10494;104,94
2022-08-10 05;10494;104,94
2022-08-10 06;10494;104,94
2022-08-10 07;10569;105,69
2022-08-10 08;13035;130,35
2022-08-10 09;8787;87,87
2022-08-10 10;7085;70,85
2022-08-10 11;7726;77,26
2022-08-10 12;8061;80,61
2022-08-10 13;7687;76,87
2022-08-10 14;4232;42,32
2022-08-10 15;0;0
2022-08-10 16;0;0
2022-08-10 17;6956;69,56
2022-08-10 18;15325;153,25
2022-08-10 19;15287;152,87
2022-08-10 20;15287;152,87
2022-08-10 21;15287;152,87
2022-08-10 22;15016;150,16
2022-08-10 23;14475;144,75
2022-08-10 24;13417;134,17
2022-08-11 01;11473;114,73
2022-08-11 02;11105;111,05
2022-08-11 03;12705;127,05
2022-08-11 04;12423;124,23
2022-08-11 05;12104;121,04
2022-08-11 06;13288;132,88
2022-08-11 07;13661;136,61
2022-08-11 08;13524;135,24
2022-08-11 09;10937;109,37
2022-08-11 10;8956;89,56
2022-08-11 11;10101;101,01
2022-08-11 12;11242;112,42
2022-08-11 13;10947;109,47
2022-08-11 14;7697;76,97
2022-08-11 15;7964;79,64
2022-08-11 16;6415;64,15
2022-08-11 17;9859;98,59
2022-08-11 18;14711;147,11
2022-08-11 19;13859;138,59
2022-08-11 20;13859;138,59
2022-08-11 21;13815;138,15
2022-08-11 22;13814;138,14
2022-08-11 23;13462;134,62
2022-08-11 24;11175;111,75
2022-08-12 01;12204;122,04
2022-08-12 02;12204;122,04
2022-08-12 03;12204;122,04
2022-08-12 04;12156;121,56
2022-08-12 05;11735;117,35
2022-08-12 06;11813;118,13
2022-08-12 07;12204;122,04
2022-08-12 08;12023;120,23
2022-08-12 09;8900;89
2022-08-12 10;12342;123,42
2022-08-12 11;12232;122,32
2022-08-12 12;9480;94,8
2022-08-12 13;5950;59,5
2022-08-12 14;0;0
2022-08-12 15;0;0
2022-08-12 16;0;0
2022-08-12 17;7491;74,91
2022-08-12 18;11623;116,23
2022-08-12 19;12248;122,48
2022-08-12 20;12229;122,29
2022-08-12 21;12100;121
2022-08-12 22;12248;122,48
2022-08-12 23;12045;120,45
2022-08-12 24;12248;122,48
2022-08-13 01;11083;110,83
2022-08-13 02;11083;110,83
2022-08-13 03;11083;110,83
2022-08-13 04;11083;110,83
2022-08-13 05;11083;110,83
2022-08-13 06;10069;100,69
2022-08-13 07;10830;108,3
2022-08-13 08;8702;87,02
2022-08-13 09;1057;10,57
2022-08-13 10;0;0
2022-08-13 11;0;0
2022-08-13 12;0;0
2022-08-13 13;0;0
2022-08-13 14;0;0
2022-08-13 15;0;0
2022-08-13 16;0;0
2022-08-13 17;0;0
2022-08-13 18;5517;55,17
2022-08-13 19;11990;119,9
2022-08-13 20;11161;111,61
2022-08-13 21;11392;113,92
2022-08-13 22;11675;116,75
2022-08-13 23;11675;116,75
2022-08-13 24;11315;113,15
2022-08-14 01;10815;108,15
2022-08-14 02;10815;108,15
2022-08-14 03;10815;108,15
2022-08-14 04;10815;108,15
2022-08-14 05;10815;108,15
2022-08-14 06;10815;108,15
2022-08-14 07;10815;108,15
2022-08-14 08;9168;91,68
2022-08-14 09;3392;33,92
2022-08-14 10;0;0
2022-08-14 11;7520;75,2
2022-08-14 12;7779;77,79
2022-08-14 13;4358;43,58
2022-08-14 14;0;0
2022-08-14 15;0;0
2022-08-14 16;6483;64,83
2022-08-14 17;9090;90,9
2022-08-14 18;12523;125,23
2022-08-14 19;14036;140,36
2022-08-14 20;13040;130,4
2022-08-14 21;13040;130,4
2022-08-14 22;13040;130,4
2022-08-14 23;9856;98,56
2022-08-14 24;9856;98,56
2022-08-15 01;9411;94,11
2022-08-15 02;9411;94,11
2022-08-15 03;9411;94,11
2022-08-15 04;9411;94,11
2022-08-15 05;9411;94,11
2022-08-15 06;9411;94,11
2022-08-15 07;9411;94,11
2022-08-15 08;8472;84,72
2022-08-15 09;2119;21,19
2022-08-15 10;0;0
2022-08-15 11;0;0
2022-08-15 12;0;0
2022-08-15 13;0;0
2022-08-15 14;0;0
2022-08-15 15;0;0
2022-08-15 16;0;0
2022-08-15 17;0;0
2022-08-15 18;390;3,9
2022-08-15 19;0;0
2022-08-15 20;0;0
2022-08-15 21;0;0
2022-08-15 22;0;0
2022-08-15 23;0;0
2022-08-15 24;0;0
2022-08-16 01;0;0
2022-08-16 02;0;0
2022-08-16 03;0;0
2022-08-16 04;0;0
2022-08-16 05;0;0
2022-08-16 06;0;0
2022-08-16 07;2888;28,88
2022-08-16 08;11551;115,51
2022-08-16 09;10584;105,84
2022-08-16 10;9230;92,3
2022-08-16 11;11520;115,2
2022-08-16 12;11713;117,13
2022-08-16 13;11159;111,59
2022-08-16 14;11159;111,59
2022-08-16 15;11159;111,59
2022-08-16 16;11159;111,59
2022-08-16 17;12416;124,16
2022-08-16 18;11651;116,51
2022-08-16 19;6889;68,89
2022-08-16 20;13270;132,7
2022-08-16 21;13270;132,7
2022-08-16 22;13270;132,7
2022-08-16 23;13270;132,7
2022-08-16 24;13270;132,7
2022-08-17 01;10936;109,36
2022-08-17 02;9060;90,6
2022-08-17 03;9482;94,82
2022-08-17 04;12213;122,13
2022-08-17 05;12450;124,5
2022-08-17 06;12450;124,5
2022-08-17 07;12692;126,92
2022-08-17 08;12992;129,92
2022-08-17 09;7083;70,83
2022-08-17 10;6277;62,77
2022-08-17 11;12735;127,35
2022-08-17 12;11865;118,65
2022-08-17 13;6606;66,06
2022-08-17 14;6410;64,1
2022-08-17 15;6410;64,1
2022-08-17 16;7559;75,59
2022-08-17 17;10661;106,61
2022-08-17 18;14354;143,54
2022-08-17 19;13097;130,97
2022-08-17 20;13097;130,97
2022-08-17 21;13097;130,97
2022-08-17 22;13097;130,97
2022-08-17 23;13097;130,97
2022-08-17 24;13097;130,97
2022-08-18 01;12176;121,76
2022-08-18 02;11829;118,29
2022-08-18 03;12339;123,39
2022-08-18 04;12370;123,7
2022-08-18 05;12370;123,7
2022-08-18 06;12534;125,34
2022-08-18 07;12697;126,97
2022-08-18 08;11146;111,46
2022-08-18 09;3624;36,24
2022-08-18 10;0;0
2022-08-18 11;0;0
2022-08-18 12;0;0
2022-08-18 13;0;0
2022-08-18 14;0;0
2022-08-18 15;0;0
2022-08-18 16;0;0
2022-08-18 17;1919;19,19
2022-08-18 18;11926;119,26
2022-08-18 19;12464;124,64
2022-08-18 20;12464;124,64
2022-08-18 21;12366;123,66
2022-08-18 22;4529;45,29
2022-08-18 23;0;0
2022-08-18 24;0;0
2022-08-19 01;0;0
2022-08-19 02;0;0
2022-08-19 03;0;0
2022-08-19 04;0;0
2022-08-19 05;0;0
2022-08-19 06;0;0
2022-08-19 07;987;9,87
2022-08-19 08;9735;97,35
2022-08-19 09;7319;73,19
2022-08-19 10;6700;67
2022-08-19 11;6356;63,56
2022-08-19 12;6356;63,56
2022-08-19 13;1589;15,89
2022-08-19 14;0;0
2022-08-19 15;0;0
2022-08-19 16;0;0
2022-08-19 17;2555;25,55
2022-08-19 18;11715;117,15
2022-08-19 19;11912;119,12
2022-08-19 20;11912;119,12
2022-08-19 21;11912;119,12
2022-08-19 22;11912;119,12
2022-08-19 23;11912;119,12
2022-08-19 24;11791;117,91
2022-08-20 01;11306;113,06
2022-08-20 02;7097;70,97
2022-08-20 03;0;0
2022-08-20 04;0;0
2022-08-20 05;6972;69,72
2022-08-20 06;11306;113,06
2022-08-20 07;11306;113,06
2022-08-20 08;10218;102,18
2022-08-20 09;2427;24,27
2022-08-20 10;0;0
2022-08-20 11;0;0
2022-08-20 12;0;0
2022-08-20 13;0;0
2022-08-20 14;0;0
2022-08-20 15;0;0
2022-08-20 16;0;0
2022-08-20 17;0;0
2022-08-20 18;8392;83,92
2022-08-20 19;12551;125,51
2022-08-20 20;12185;121,85
2022-08-20 21;12185;121,85
2022-08-20 22;12185;121,85
2022-08-20 23;12185;121,85
2022-08-20 24;12185;121,85
2022-08-21 01;7222;72,22
2022-08-21 02;0;0
2022-08-21 03;0;0
2022-08-21 04;0;0
2022-08-21 05;0;0
2022-08-21 06;0;0
2022-08-21 07;0;0
2022-08-21 08;0;0
2022-08-21 09;0;0
2022-08-21 10;0;0
2022-08-21 11;0;0
2022-08-21 12;0;0
2022-08-21 13;0;0
2022-08-21 14;0;0
2022-08-21 15;0;0
2022-08-21 16;0;0
2022-08-21 17;529;5,29
2022-08-21 18;10474;104,74
2022-08-21 19;12244;122,44
2022-08-21 20;10640;106,4
2022-08-21 21;10640;106,4
2022-08-21 22;10640;106,4
2022-08-21 23;11418;114,18
2022-08-21 24;10946;109,46
2022-08-22 01;10388;103,88
2022-08-22 02;9398;93,98
2022-08-22 03;10266;102,66
2022-08-22 04;10324;103,24
2022-08-22 05;10324;103,24
2022-08-22 06;10593;105,93
2022-08-22 07;11518;115,18
2022-08-22 08;11556;115,56
2022-08-22 09;10379;103,79
2022-08-22 10;10440;104,4
2022-08-22 11;11602;116,02
2022-08-22 12;13260;132,6
2022-08-22 13;13552;135,52
2022-08-22 14;12706;127,06
2022-08-22 15;10379;103,79
2022-08-22 16;10379;103,79
2022-08-22 17;10379;103,79
2022-08-22 18;13962;139,62
2022-08-22 19;16119;161,19
2022-08-22 20;15310;153,1
2022-08-22 21;13693;136,93
2022-08-22 22;13693;136,93
2022-08-22 23;13623;136,23
2022-08-22 24;12668;126,68
2022-08-23 01;12001;120,01
2022-08-23 02;12001;120,01
2022-08-23 03;11268;112,68
2022-08-23 04;11229;112,29
2022-08-23 05;11229;112,29
2022-08-23 06;11435;114,35
2022-08-23 07;12859;128,59
2022-08-23 08;10260;102,6
2022-08-23 09;7884;78,84
2022-08-23 10;8050;80,5
2022-08-23 11;9484;94,84
2022-08-23 12;8892;88,92
2022-08-23 13;2781;27,81
2022-08-23 14;0;0
2022-08-23 15;0;0
2022-08-23 16;0;0
2022-08-23 17;751;7,51
2022-08-23 18;11698;116,98
2022-08-23 19;12015;120,15
2022-08-23 20;12595;125,95
2022-08-23 21;12887;128,87
2022-08-23 22;13142;131,42
2022-08-23 23;13142;131,42
2022-08-23 24;12317;123,17
2022-08-24 01;11658;116,58
2022-08-24 02;11646;116,46
2022-08-24 03;11095;110,95
2022-08-24 04;11020;110,2
2022-08-24 05;11020;110,2
2022-08-24 06;11371;113,71
2022-08-24 07;12563;125,63
2022-08-24 08;10142;101,42
2022-08-24 09;3614;36,14
2022-08-24 10;0;0
2022-08-24 11;1434;14,34
2022-08-24 12;7820;78,2
2022-08-24 13;6792;67,92
2022-08-24 14;1239;12,39
2022-08-24 15;0;0
2022-08-24 16;0;0
2022-08-24 17;1919;19,19
2022-08-24 18;10378;103,78
2022-08-24 19;12177;121,77
2022-08-24 20;12604;126,04
2022-08-24 21;12561;125,61
2022-08-24 22;12337;123,37
2022-08-24 23;12043;120,43
2022-08-24 24;11812;118,12
2022-08-25 01;10671;106,71
2022-08-25 02;1668;16,68
2022-08-25 03;0;0
2022-08-25 04;0;0
2022-08-25 05;0;0
2022-08-25 06;0;0
2022-08-25 07;0;0
2022-08-25 08;0;0
2022-08-25 09;0;0
2022-08-25 10;3888;38,88
2022-08-25 11;3240;32,4
2022-08-25 12;0;0
2022-08-25 13;0;0
2022-08-25 14;0;0
2022-08-25 15;0;0
2022-08-25 16;0;0
2022-08-25 17;0;0
2022-08-25 18;10250;102,5
2022-08-25 19;12758;127,58
2022-08-25 20;12038;120,38
2022-08-25 21;11876;118,76
2022-08-25 22;12226;122,26
2022-08-25 23;12197;121,97
2022-08-25 24;11790;117,9
2022-08-26 01;9689;96,89
2022-08-26 02;2584;25,84
2022-08-26 03;1260;12,6
2022-08-26 04;8400;84
2022-08-26 05;3220;32,2
2022-08-26 06;2099;20,99
2022-08-26 07;10688;106,88
2022-08-26 08;9583;95,83
2022-08-26 09;6305;63,05
2022-08-26 10;4369;43,69
2022-08-26 11;8323;83,23
2022-08-26 12;9020;90,2
2022-08-26 13;8526;85,26
2022-08-26 14;7553;75,53
2022-08-26 15;9600;96
2022-08-26 16;9785;97,85
2022-08-26 17;9785;97,85
2022-08-26 18;11066;110,66
2022-08-26 19;13249;132,49
2022-08-26 20;12959;129,59
2022-08-26 21;12915;129,15
2022-08-26 22;12915;129,15
2022-08-26 23;12915;129,15
2022-08-26 24;12098;120,98
2022-08-27 01;11034;110,34
2022-08-27 02;11034;110,34
2022-08-27 03;11034;110,34
2022-08-27 04;11034;110,34
2022-08-27 05;9875;98,75
2022-08-27 06;10377;103,77
2022-08-27 07;10910;109,1
2022-08-27 08;7464;74,64
2022-08-27 09;3644;36,44
2022-08-27 10;0;0
2022-08-27 11;0;0
2022-08-27 12;0;0
2022-08-27 13;0;0
2022-08-27 14;0;0
2022-08-27 15;0;0
2022-08-27 16;0;0
2022-08-27 17;0;0
2022-08-27 18;0;0
2022-08-27 19;0;0
2022-08-27 20;0;0
2022-08-27 21;5908;59,08
2022-08-27 22;8216;82,16
2022-08-27 23;8171;81,71
2022-08-27 24;837;8,37
2022-08-28 01;0;0
2022-08-28 02;0;0
2022-08-28 03;0;0
2022-08-28 04;0;0
2022-08-28 05;0;0
2022-08-28 06;0;0
2022-08-28 07;0;0
2022-08-28 08;0;0
2022-08-28 09;0;0
2022-08-28 10;0;0
2022-08-28 11;0;0
2022-08-28 12;0;0
2022-08-28 13;0;0
2022-08-28 14;0;0
2022-08-28 15;0;0
2022-08-28 16;0;0
2022-08-28 17;1801;18,01
2022-08-28 18;9949;99,49
2022-08-28 19;10144;101,44
2022-08-28 20;7432;74,32
2022-08-28 21;10474;104,74
2022-08-28 22;11454;114,54
2022-08-28 23;11415;114,15
2022-08-28 24;10276;102,76
2022-08-29 01;10471;104,71
2022-08-29 02;10471;104,71
2022-08-29 03;10471;104,71
2022-08-29 04;10471;104,71
2022-08-29 05;10471;104,71
2022-08-29 06;10471;104,71
2022-08-29 07;10857;108,57
2022-08-29 08;11895;118,95
2022-08-29 09;12199;121,99
2022-08-29 10;13438;134,38
2022-08-29 11;10722;107,22
2022-08-29 12;10579;105,79
2022-08-29 13;10579;105,79
2022-08-29 14;12261;122,61
2022-08-29 15;10579;105,79
2022-08-29 16;11729;117,29
2022-08-29 17;10579;105,79
2022-08-29 18;12923;129,23
2022-08-29 19;15368;153,68
2022-08-29 20;13564;135,64
2022-08-29 21;13343;133,43
2022-08-29 22;13343;133,43
2022-08-29 23;13343;133,43
2022-08-29 24;13343;133,43
2022-08-30 01;13234;132,34
2022-08-30 02;12969;129,69
2022-08-30 03;12438;124,38
2022-08-30 04;12438;124,38
2022-08-30 05;13234;132,34
2022-08-30 06;13234;132,34
2022-08-30 07;13234;132,34
2022-08-30 08;12216;122,16
2022-08-30 09;12912;129,12
2022-08-30 10;13543;135,43
2022-08-30 11;13543;135,43
2022-08-30 12;13543;135,43
2022-08-30 13;13543;135,43
2022-08-30 14;13543;135,43
2022-08-30 15;11874;118,74
2022-08-30 16;10837;108,37
2022-08-30 17;10881;108,81
2022-08-30 18;16453;164,53
2022-08-30 19;24352;243,52
2022-08-30 20;24498;244,98
2022-08-30 21;14900;149
2022-08-30 22;14832;148,32
2022-08-30 23;13197;131,97
2022-08-30 24;12988;129,88
2022-08-31 01;11521;115,21
2022-08-31 02;10775;107,75
2022-08-31 03;10775;107,75
2022-08-31 04;10775;107,75
2022-08-31 05;10775;107,75
2022-08-31 06;10775;107,75
2022-08-31 07;12606;126,06
2022-08-31 08;12507;125,07
2022-08-31 09;13431;134,31
2022-08-31 10;13420;134,2
2022-08-31 11;13151;131,51
2022-08-31 12;10916;109,16
2022-08-31 13;10916;109,16
2022-08-31 14;10916;109,16
2022-08-31 15;11455;114,55
2022-08-31 16;12818;128,18
2022-08-31 17;11712;117,12
2022-08-31 18;12978;129,78
2022-08-31 19;21340;213,4
2022-08-31 20;14765;147,65
2022-08-31 21;12945;129,45
2022-08-31 22;13767;137,67
2022-08-31 23;14017;140,17
2022-08-31 24;14017;140,17
2022-09-01 01;11652;116,52
2022-09-01 02;11652;116,52
2022-09-01 03;11652;116,52
2022-09-01 04;11652;116,52
2022-09-01 05;11652;116,52
2022-09-01 06;11652;116,52
2022-09-01 07;12603;126,03
2022-09-01 08;12092;120,92
2022-09-01 09;12693;126,93
2022-09-01 10;10384;103,84
2022-09-01 11;8126;81,26
2022-09-01 12;7866;78,66
2022-09-01 13;6869;68,69
2022-09-01 14;1058;10,58
2022-09-01 15;0;0
2022-09-01 16;0;0
2022-09-01 17;766;7,66
2022-09-01 18;11236;112,36
2022-09-01 19;9936;99,36
2022-09-01 20;12178;121,78
2022-09-01 21;10763;107,63
2022-09-01 22;9387;93,87
2022-09-01 23;9955;99,55
2022-09-01 24;9816;98,16
2022-09-02 01;9234;92,34
2022-09-02 02;9263;92,63
2022-09-02 03;9823;98,23
2022-09-02 04;9823;98,23
2022-09-02 05;9823;98,23
2022-09-02 06;10156;101,56
2022-09-02 07;13118;131,18
2022-09-02 08;10053;100,53
2022-09-02 09;0;0
2022-09-02 10;0;0
2022-09-02 11;0;0
2022-09-02 12;0;0
2022-09-02 13;0;0
2022-09-02 14;0;0
2022-09-02 15;0;0
2022-09-02 16;0;0
2022-09-02 17;0;0
2022-09-02 18;0;0
2022-09-02 19;0;0
2022-09-02 20;0;0
2022-09-02 21;0;0
2022-09-02 22;0;0
2022-09-02 23;0;0
2022-09-02 24;0;0
2022-09-03 01;11815;118,15
2022-09-03 02;5514;55,14
2022-09-03 03;0;0
2022-09-03 04;0;0
2022-09-03 05;0;0
2022-09-03 06;0;0
2022-09-03 07;0;0
2022-09-03 08;0;0
2022-09-03 09;0;0
2022-09-03 10;0;0
2022-09-03 11;0;0
2022-09-03 12;0;0
2022-09-03 13;0;0
2022-09-03 14;0;0
2022-09-03 15;0;0
2022-09-03 16;0;0
2022-09-03 17;0;0
2022-09-03 18;6688;66,88
2022-09-03 19;0;0
2022-09-03 20;0;0
2022-09-03 21;0;0
2022-09-03 22;0;0
2022-09-03 23;0;0
2022-09-03 24;0;0
2022-09-04 01;0;0
2022-09-04 02;0;0
2022-09-04 03;0;0
2022-09-04 04;0;0
2022-09-04 05;0;0
2022-09-04 06;0;0
2022-09-04 07;0;0
2022-09-04 08;0;0
2022-09-04 09;0;0
2022-09-04 10;0;0
2022-09-04 11;0;0
2022-09-04 12;0;0
2022-09-04 13;0;0
2022-09-04 14;0;0
2022-09-04 15;0;0
2022-09-04 16;0;0
2022-09-04 17;0;0
2022-09-04 18;7269;72,69
2022-09-04 19;12044;120,44
2022-09-04 20;12044;120,44
2022-09-04 21;11987;119,87
2022-09-04 22;11724;117,24
2022-09-04 23;11460;114,6
2022-09-04 24;9961;99,61
2022-09-05 01;8400;84
2022-09-05 02;9800;98
2022-09-05 03;11365;113,65
2022-09-05 04;11896;118,96
2022-09-05 05;11964;119,64
2022-09-05 06;11993;119,93
2022-09-05 07;12094;120,94
2022-09-05 08;10368;103,68
2022-09-05 09;7038;70,38
